,text,label
599,ENGINE QUIT DURING PRACTICE MANEUVER  LANDED IN A FIELD  FAILED TO REMOVE MASKING TAPE OVER FUEL VENT,II
600,"ENGINE QUIT ON VECTORS TO ILS APPROACH  LANDED OFF AIRPORT  FUEL CAP IMPROPERLY INSTALLED, SIPHONED, COLLAPSED CELL",II
601,VAPOR FROM RIGHT ENGINE  RETURNED  FOUND LOOSE OIL CAP HAD SIPHONED EIGHT QUARTS OF OIL,II
602,LOST RPM ON LIFT OFF FROM TRUCK PAD  TAIL ROTOR HIT GRAPEVINE WIRES ON LANDING  WATER IN FUEL,II
603,RAN ONE TANK DRY EN ROUTE  FUEL SELECTOR WOULD NOT MOVE TO OTHER TANK  LANDED ON A ROAD  FUEL SELECTOR LACKED LUBE,II
604,"PILOT FORGOT TO REMOVE AILERON/ELEVATOR CONTROL LOCK, AIRCRAFT ROLLED INVERTED AND CRASHED AFTER TAKEOFF ",II
605,maintenance PUT AIRCRAFT ON FLIGHT LINE WITH GEAR DOORS OPEN  PILOT FAILED TO REMEMDY PRIOR TO TAXI FOR TAKEOFF,II
606,SEAT WAS NOT PROPERLY SECURED AND SLID FULL AFT DURING TAKEOFF CAUSING CRASH,ME
607,REAR OF SKID CAUGHT UNDER BOARDWALK ON ATTEMPTED TAKEOFF  HELICOPTER CRASHED AND TURNED  PILOTS STORY DIFFERS,II
608,"ENGINE QUIT ON TAKEOFF, LANDED ON REMAINING RUNWAY, RAN OFF INTO A DITCH FOUND CARBURETOR FULL OF WATER ",II
609,"VIBRATION AFTER LIFTOFF  UNABLE TO CLIMB  LANDED ON GRASS NEAR RUNWAY, STRUCK FENCE  ICE & SNOW ON AIRCRAFT ",II
610,ENGINE OVERHEATED ON CLIMBOUT  PILOT REMEMBERED HE FORGOT TO REMOVE ENGINE COWLING BIRD PLUGS,II
611,PILOT REPORTED LOSS OF OIL IN ENGINE AND DIVERTED TO MEMPHIS  FOUND OIL TANK CAP MISSING  OIL CAP 3155107,II
612,PILOT FAILED TO SECURE CABIN DOOR  DOOR OPENED IN FLIGHT DUE TO TURBULENCE  MADE PRECAUTIONARY LANDING,II
613,"FAILED TO CLIMB ON LIFTOFF  ABORTED, BOUNCED OFF END OF RUNWAY  PILOT HAD ELEVATOR TRIM IN NOSE DOWN RANGE ",II
614,PILOT ATTEMPTED TO ADJUST RUDDER PEDALS DURING CLIMB AND RELEASED GLIDER TOW ROPE  CRASHED DURING EMERGENCY LANDING,II
615,"ENGINE MISSED ON TAKEOFF ROLL, ABORTED, RAN OFF END OF RUNWAY  HIT DITCH IN OVERRUN  OUTSIDE STORAGE, WATER IN FUEL",II
616,LOST BOTH ENGINES ON AN IFR CLIMBOUT  CRASHED INTO TREES AND BURNED TRYING TO RETURN  WAS SERVICED WITH JET FUEL,II
617,PILOT FORGOT TO REMOVE CONTROL LOCK ON AILERON AND COULN'T CONTROL AIRCRAFT DURING LANDING,II
618,LOST CONTROL ON LANDING ROLL  STOPPED UPSIDE DOWN IN A DITCH  PARKING BRAKE ON AND OR AIR IN BRAKE SYSTEM FACTORS,II
619,STALLED ON NOSE HIGH CLIMB AFTER TAKEOFF  SPUN INTO TREES  FOUND ELEVATOR TRIM IN FULL NOSE UP POSITION,II
620,CRASH OCCURRED DURING EMERGENCY LANDING ATTTEMP ENGINE QUIT DUE TO WATER IN FUEL,II
621,"PILOT FOUND CONTROLS LOCKED ON TAKEOFF  ABORTED, RAN OFF END OF RUNWAY HAD A 172 TYPE GUST LOCK IN CONTROL COLUMN ",II
622,PAIR OF PLIERS SLID INTO ELEVATOR BELL CRANK DURING STALLS  JAMMED ELEVATOR IN FULL UP POSITION  STRUCK TREES,II
623,"PILOT ACCIDENTLY RELEASED TOW AT 50 FOOT ALTITUDE, GLIDER HIT HARD DURING EMERGENCY LANDING ",ME
624,NOSE GEAR FORK ASSEMBLY BROKE WHEN IT HIT BERM OF CROSSING RUNWAY DURING LANDING,AI
625,"MADE TAKEOFF, FORGOT SLING LINE WAS ATTACHED TO DOG HOUSE  STOPPED CLIMBING AT END OF LINE  CRASHED ON DOG HOUSE ",II
626,"PILOT WAS MAKING SINGLE ENGINE APPROACH FOR LANDING, AIRCRAFT PULLED ON RUNWAY AND CRASH OCCURRED DURING GOAROUND ",ME
627,CRASH OCCURRED DURING EXTERNAL LOAD PRACTICE LIFT OFF  LOAD RELEASE DID NOT FUNCTION,ME
628,STUDENT GLIDER PILOT FAILED TO LATCH SPOILERS PRIOR TO TAKEOFF  MISUNDERSTOOD TOW PILOT SIGNAL  RELEASED TOW,II
629,"MISUSED AUTOPILOT   CAUSED FULL PITCH UP  FAILED TO PULL CIRCUIT BREAKER  MISUSED GEAR HANDLE, LANDED GEAR UP ",ME
630,RIGHT ENGINE OIL QUANITY DECREASED  DIVERTED TO HOUSTON  FOUND OIL CAP OFF ON RIGHT ENGINE,II
631,CLIMB PERFORMANCE DIMINISHED BY WATER DROPLETS ON LAMINA FLOW WING  STRUCK TREES OFF END OF RUNWAY ON TAKEOFF CLIMB,II
632,REPORT INDICATES FUEL TANK CAP NOT SECURED  POSSIBLE FUEL LEAK DURING INVERTED FLIGHT  FIRE ERUPTED  LOST CONTROL,II
633,GLIDER CRASHED DURING TAKEOFF  ELEVATORS HAD NOT BEEN CONNECTED DURING ASSEMBLY,II
634,LOST CONTROL ON LANDING  AIRPLANE TURNED SIDEWAYS AND COLLAPSED LEFT GEAR RUDDER JAMMED BY UNSTOWED STARTER CRANK,II
635,"TOOK OFF WITH FORWARD BAGGAGE DOOR OPEN  TWO PIECES OF BAGGAGE FELL OUT,CARGO DOOR WARNING LIGHT INOPERATIVE ",II
636,RAN OUT OF FUEL EN ROUTE  SUCCESSFULL FORCED LANDING  FOUND FUEL CAP MISSING,II
637,PILOT MADE EMERGENCY TRANSMISSION STATING ENGINE COWLING LOST  CRASH OCCURRED DURING ATTEMPTED LANDING IN FIELD,II
638,"NOISE IN AIRCRAFT, PREPARED TO LAND IN A FIELD, FOUND POP CAN UNDER PEDALS  FLEW THRU POWERLINE  LANDED AT BASE ",II
639,"COWLING CAME OPEN IN FLIGHT, STRUCK AND LOOSENED OTHER SIDE  COWLING CAME OFF, CRACKED WINDSHIELD, REAR WINDOW ",II
640,LONG LINE CAUGHT ON A TREE ON TAKEOFF CAUSING HELICOPTER TO CRASH OUT OF CONTROL  FAILED TO DISCONNECT LINE,II
641,TOW ROPE BROKE DURING CLIMB OUT AT 200 FEET  SAILPLANE CRASHED DURING ATTEMPTED LANDING ON RIVER LEVEE,II
642,"LOOSE COWLING ON TAKEOFF  COWLING CAME OFF ON RETURNING TO LAND  CRACKED WINDSHIELD, DENTED STABILIZER ",II
643,STALLED ON EMERGENCY LANDING WHEN ENGINE QUIT ON TAKEOFF  BAD MAG AND WATER IN FUEL  CORRODED UNUSED SUMP DRAIN,II
644,PILOT NEGLECTED TO CONNECT ELEVATOR CONTROL DURING GLIDER ASSEMBLY  CRASH OCCURRED DURING TAKEOFF,II
645,"UNABLE TO OBTAIN LIFTOFF SPEED, REJECTED TAKEOFF  BRAKES CAUGHT FIRE  PASSENGER ON BRAKE OR PARKING BRAKE ON ",II
646,RAN OUT OF FUEL EN ROUTE  LANDED ON A BEACH  HAD FAILED TO SECURE SUMP DRAIN ON PREFLIGHT  FUEL LEAKED OUT,II
647,FORWARD CARGO DOOR OPENED ON TAKEOFF  BAGGAGE HIT PROP  LANDED SAFELY  DOOR NOT PROPERLY SECURED,II
648,NOSE GEAR JAMMED ON GEAR RETRACTION AFTER TAKEOFF  LANDED NOSE GEAR UP  HOMEMADE TOW BAR HAD BEEN LEFT IN WHEEL HUB,II
649,LOST OIL PRESSURE EN ROUTE  LANDED IN AN ACTIVE RESTRICTED AREA  INDICATES OIL CAP WAS NOT SECURED,II
650,PILOT SWERVED OFF RUNWAY ON TAKEOFF ROLL WHEN SEAT HEIGHT RETAINING PIN SLIPPED FROM RETAINING HOLE  SEAT DROPPED,II
651,PARACHUTIST WAS UNABLE TO OPEN MAIN CHUTE DUE TO BRIDLE LINE UNDER BREAST STRAP  RESERVE NOT DEPLOYED,II
652,NOSE WHEEL WOULD NOT RETRACT AFTER TAKEOFF  RETURNED  FOUND NOSE WHEEL GROUND PIN STILL IN PLACE,II
653,GROUND CREW FAILED TO UNFASTEN A SKID TIEDOWN  PILOT LOST  CONTROL ON LIFT OFF FROM A TRAILER AS THE CHAIN FAILED,II
654,DOUBLE FLAMEOUT EN ROUTE DUE TO FUEL STARVATION  WORN FUEL TANK CAP FELL OFF SIPHONED FUEL  OVERSHOT FORCED LANDING,II
655,LEFT MAIN GEAR WENT OFF THE TAXIWAY WHILE TAXING TO RAMP  LIGHTS WERE NOT OPERATIVE IN THAT AREA,AF
656,PILOT UNABLE TO PRESSURIZE  FOUND ACCESS DOOR SLIGHTLY OPEN  DEPRESSURIZED  DOOR OPENED FULLY  STOPPED BY FUSELAGE,II
657,NOSE GEAR COLLAPSED ON TOUCHDOWN  FOUND NOSE GEAR PINS WERE NOT HOOKED TO THE GEAR DOOR HINGE ASSEMBLY  JAMMED GEAR,II
658,PILOT HIT A POST ON LANDING ROLLOUT  POST LOCATED 27 FEET FROM CENTERLINE  POST HIDDEN BY SAGEBRUSH,AF
659,ENGINE QUIT ON CLIMB OUT  FOUND WATER IN FUEL SUMP  NO MALFUNCTION FOUND WHEN ENGINE TESTED,II
660,ENGINE QUIT ON TAKEOFF  STRUCK TREES ON TURNBACK TO RUNWAY AIRPLANE SAT OUT FOR SIX MONTHS TWO THIRDS WATER IN FUEL,II
661,"AFTER UNLOADING PASSENGERS, PILOT DEPARTED WITH A STEEL METER BOX ON A FLOAT  BOX FELL AND WENT THROUGH A ROOF ",II
662,LEFT FUEL TANK SUMP DID NOT SEAT PROPERLY ON PREFLIGHT  LEAKED EXCESSIVELY DURING FLIGHT  RAN OUT OF FUEL,II
663,"RIGHT ENGINE LOST OIL PRESSURE, SHUT DOWN AND RETURNED  PILOT FAILED TO SECURE TIGHT FITTING OIL CAP ON PREFLIGHT ",II
664,TOW PLANE RELEASED GLIDER AFTER LIFT OFF BECAUSE IT WOULD NOT CLIMB  GLIDER HAD SPOILERS EXTENDED,ME
665,BAGGAGE DOOR CAME OPEN IN FLIGHT  A FILM CANISTER FELL OUT AND WENT THROUGH A ROOF  DOOR NOT PROPERLY SECURED,II
666,PILOT NOTICED BRIGHT GLOW FROM ENGINE  BELIEVED ON FIRE  SECURED AND LANDED  OIL CAP NOT SECURED,II
667,PILOT FORGOT TO CONNECT ELEVATOR CONTROLS WHEN HE ASSEMBLED GLIDER FOR THE FLIGHT  CRASH OCCURRED DURING TAKEOFF,II
668,TAXING FOR TAKEOFF AIRCRAFT SLID OFF TAXIWAY  PASSENGERS DEPLANED BY PORTABLE STAIRS  TAXIWAY NOT SANDED,AF
669,"ENGINE COWLING NOT PROPERLY SECURED, OPENED ON TAKEOFF   DRAGGED A WING AND CARTWHEELED TRYING TO RETURN TO LAND ",II
670,LOST CONTROL ON TAKEOFF  LEFT WHEEL SHEARED ON A SNOW BERM  AIRCRAFT THEN SLID INTO PARKED AIRCRAFT  FROST ON WINGS,II
671,PILOT EXPERIENCED AN UNWANTED OPENING OF THE MAIN CARGO DOOR  DOOR WAS NOT LOCKED PROPERLY  WARNING SYSTEM DEFECT,II
672,ENGINE QUIT ON CLIMBOUT  CRASHED TWO MILES FROM AIRPORT  FOUND WATER IN FUEL AND FUEL SOURCE AT AIRPORT,II
673,HAD A BANGING NOISE OUTSIDE AIRCRAFT EN ROUTE  ON LANDING FOUND A SEAT BELT WAS PROTRUDING UNDER THE DOOR,II
674,LONG GROUND RUN  JET WASH DAMAGED APPROACH LIGHTS AT RUNWAY DEPARTURE END  ENGINE ANTI ICE NOT USED,ME
675,PILOT DID NOT CONNECT AILERONS DURING REASSEMBLING FOLDING WINGS  NO AILERON CONTROL DURING TAKEOFF,II
676,"PILOT WAS ATTEMPTING NIGHT LANDING ON UNLIGHTED STRIP  CARLIGHTS DIRECTED WRONG WAY, AIRCRAFT LANDED SHORT ",AU
677,LOST POWER AT CRUISE ALTITUDE  LANDED ON LAKE  BROKE THROUGH ICE  FOUND RAGS IN CARBURETOR AIR INTAKE BOX,II
678,DEPARTED WITH NOSE GEAR SCISSORS NOT CONNECTED  AIRCRAFT VEERED OFF RUNWAY ON LANDING  NOSE GEAR COLLAPSED,II
679,LEFT OIL PRESSURE DROPPED  SECURED ENGINE  LANDED AT NEAREST AIRPORT  LOST OIL THRU A UNSECURED OIL CAP,II
680,SMOKE AND FUMES IN COCKPIT AFTER TAKEOFF  RETURNED  RAM AIR INLET COVER NOT REMOVED  CAUSED OVERHEATED PRESSURE AIR,II
681,AFTER LIFT OFF NOSE WHEEL HIT THE RUNWAY DUE TO EXCESSIVE FORWARD TRIM  IMPACT BROKE NOSEWHEEL FORK  ENGINE DAMAGED,II
682,TOOK OFF WITH TOW BAR STILL ATTACHED TO NOSE GEAR  TOWER ALERTED PILOT  KEPT GEAR DOWN  RETURNED,II
683,ENGINE COWLING CAME LOOSE AFTER TAKEOFF  COWLING STRUCK WINDSHIELD  RETURNED  SUSPECT COWLING NOT PROPERLY SECURED,II
684,TOOK OFF WITHOUT THE REQUIRED AMOUNT OF FUEL TO REACH DESTINATION  RETURNED FOR MORE FUEL,II
685,ON TAKEOFF HEARD A NOISE FOLLOWED BY A VIBRATION  RETURNED  FOUND COWLING MISSING  COWLING WAS NOT PROPERLY SECURED,II
686,ENGINE QUIT ON TAKEOFF  LANDED STRAIGHT AHEAD OFF END OF RUNWAY  FUEL FILTER DRAIN PARTLY OPEN  LEAKING,II
687,PILOT ABORTED TAKEOFF BUT AIRCRAFT RAN OFF THE END OF RUNWAY  WITNESS STATED TRIM SET FULL NOSE DOWN,II
688,UNABLE TO USE FORWARD CYCLIC ON TAKEOFF  LOWERED COLLECTIVE  CRASH LANDED  CYCLIC RETENTION CAP BLOCKED BY LITTER,II
689,NO AIRSPEED ON DEPARTURE  CONTINUED TO DESTINATION  FAA RAMP CHECK SHOWED PITOT PLUGGED WITH MUD  NO BIENNIAL,II
690,DEPARTED LOADING PLATFORM WITH A LOADING HOSE STILL ATTACHED  CAUSED TAIL ROTOR THEN MAIN ROTORS TO STRIKE GROUND,II
691,TOW BAR ATTACHED ON TAKEOFF  BEGAN 23 LANDING WITH FRONT ENGINE FEATHERED THEN TRIED TO GO AROUND DUE TO TAILWIND,II
692,CRASH OCCURRED IMMEDIATELY AFTER TAKEOFF WHEN ENGINE STOPPED DUE TO WATER IN FUEL,II
693,AIRCRAFT COLLIDED WITH UNMARKED PILE OF DIRT OFF THE APPROACH END OF RUNWAY DURING NIGHT APPROACH FOR LANDING,AF
694,TOOK OFF AFTER AN OIL LEAK WAS CORRECTED  ENGINE SIEZED FOR LACK OF OIL  NO OTHER OIL LEAKS FOUND,II
695,RETURNED TO AIRPORT WHEN PILOT NOTICED THAT HE DID NOT MEET MINIMUM FUEL REQUIREMENTS  FAILED TO CHECK FUEL LOAD,II
696,TOOK OFF WITH LONG LINE AND LOAD ATTACHED  NOSE JERKED DOWN AT END OF THE LINE  CRASHED INVERTED,II
697,"ENGINE QUIT AT 600 FEET AFTER TAKEOFF  TURNED BACK TO RUNWAY, STRUCK TREES  FUEL SELECTOR IN INTERMEDIATE POSITION ",II
698,MADE A FORCED LANDING DUE TO FUEL EXHAUSTION  FOUND BOTH FUEL CAPS MISSING,II
699,ASSEMBLED RUDDERVATOR INCORRECTLY  PITCH UP ON TOW  CUT LOOSE AND STALLED5 DEGREE NOSE AND WING DOWN GROUND IMPAC,II
700,RAN OUT FUEL EN ROUTE  LANDED ON A HIGHWAY  LEFT FUEL CAP IMPROPERLY SECURED  FUEL SIPHONED OUT,II
701,AIRCRAFT STALLED AND CRASHED WHEN PILOT RAISED FLAPS DURING GO AROUND DURING TRAINING FLIGHT,ME
702,TOW ROPE RELEASED GLIDER AT 75 FEET DURING TAKEOFF  GLIDER CRASHED WHEN PILOT TRIED 180 DEGREE TURN BACK TO RUNWAY,II
703,FUEL CAP NOT REPLACED PROPERLY BEFORE DEPARTURE  FUEL SIPHONED OUT CAUSING A FUEL EXHAUSTION FORCED LANDING,II
704,LOST CONTROL OF AIRCRAFT ON THE TAKEOFF ROLL WHILE TRYING TO CLOSE A WINDOW LEFT OPEN PRIOR TO TAKEOFF,II
705,SUPPORT STRAPS CARRIED IN OPEN SLING LOAD BUCKET BLEW INTO TAIL ROTOR DURING DESCENT FOR LANDING  LOST TAIL CONTROL,II
706,FUEL CAP LEFT OFF  RETURNED AFTER TAKEOFF  FORGOT TO LOWER LANDING GEAR  PILOT NOT COOPERATIVE IN THE INVESTIGATION,II
707,REFUELED AIRCRAFT WITH WRONG FUEL  CAPTAIN WAS WATCHING  ROUGH ENGINE ON CLIMB OUT  RETURNED,II
708,SLUGGISH PERFORMANCE ON TOW  CUT LOOSE BUT UNABLE TO MAKE AIRPORT  HAD FAILED TO RETRACT SPOILERS FOR TAKEOFF,II
709,LOST POWER ON DOWNWIND FOR LANDING  HIT TREES  INDICATES FUEL CONTAMINATION THE PROBLEM IMPROPER FUELING OR SUMPING,II
710,OIL PRESSURE DROPPED  OIL COVERED THE WINDSHIELD MADE EMERGENCY LANDING  HAD OIL CHANGED  FAILED TO SECURE OIL CAP,II
711,PILOT STATES PASSENGER OPENED BAGGAGE DOOR AND DID NOT CLOSE IT PROPERLY  DOOR CAME OPEN ON TAKEOFF,II
712,PILOTS SEAT SLID BACK ON TAKEOFF  CONTROL WAS LOST  VEERED OFF RUNWAY INTO A POND  SEAT NOT FASTENED PRIOR TAKEOFF,II
713,SMOKE IN COCKPIT  MADE HARD LANDING DUE TO ANXIETY TO RETURN  DAMAGED PROP AND WING TIP  BIRDS NEST ON CYLINDERS,II
714,USED SEAT BELT TO HOLD CONTROL STICK BACK  FORGOT TO RELEASE  STALLED ON TAKEOFF  FELL BACK TO RUNWAY,II
715,AIRCRAFT CRASHED ON FINAL APPROACH AS PILOT WAS RETURNING AFTER COWLING CAME LOOSE AFTER TAKEOFF,II
716,CIRCUIT BREAKER TRIPPED ON GEAR RETRACTION  MADE PRECAUTIONARY LANDING  TOWBAR HAD BEEN LEFT IN NOSE WHEEL,II
717,GROUND CREW PUT SLING ON HOOK INSTEAD OF IN HELICOPTER AS PILOT INDICATED  FOULED TAIL ROTOR  CAUSED A CRASH,II
718,LOADED PALLET SHIFTED REARWARD ON TAKEOFF ROLL  AIRCRAFT NOSED UP  FLIGHT WAS ABORTED OFF RUNWAY  LOCKS NOT SECURED,II
719,LONG LINE CAUGHT ON TREES AS HELICOPTER CLIMBED AFTER TAKEOFF  HAD NEGLECTED RELEASE LINE FOR THE PASSENGER FLIGHT,II
720,ENGINE QUIT AT 300 FT ON TAKEOFF  STRUCK A TRACTOR LANDINGON NEARBY AG STRIP  WATER IN BLADDER FUEL TANK WRINKLES,II
721,LEFT WING BAGGAGE DOOR DAME OPEN ON TAKEOFF ROLL  ABORTED BUT UNABLE TO STOP ON WET SLUSH  RAN OFF END OF RUNWAY,II
722,HAD CYCLIC CONTROL PROBLEMS  FOUND CENTER SEAT BUCKLE HAD LODGED BETWEEN THE RIGHT CYCLIC CONTROL AND THE PEDESTAL,II
723,PILOT FAILED TO COMPLETELY RELEASE PARKING BRAKE PRIOR TO FLIGHT  BRAKES LOCKED ON LANDING  AIRCRAFT NOSED OVER,II
724,ENGINE QUIT WHILE APPROACHING AIRPORT  LANDED SHORT IN MUD AND FLIPPED OVER  MUD DAUBERS HAD BLOCKED FUEL VENTS,II
725,AIRCRAFT SETTLED BACK INTO GROUND DURING TAKEOFF  INDICATIONS ARE THAT FLAPS WERE RAISED TOO SOON AFTER LIFTOFF,ME
726,LOUD BANG NEAR ENGINE  ABORTED TAKE OFF  NOSE BAGGAGE DOORLOCKED BUT OPEN  BRACKET THAT HOLDS DOOR WAS BROKEN,II
727,HIGH ITT AND LOW OIL PRESSURE ON BOTH ENGINES ON APPROACH  FOUND BOTH OIL CAPS IN PLACE BUT NOT LOCKED DOWN,II
728,PARTIAL POWERPLANT FAILURE  LANDED IN A PASTURE  FOUND EXCESSIVE WATER IN FUEL SYSTEM,II
729,PAVEMENT UNDER LEFT MAIN GEAR GAVE WAY  GEAR GOT CAUGHT  BOLTS ATTACHING GEAR TO WING SHEARED OFF,AF
730,AIRCRAFT CRASHED WHEN RIGHT ENGINE QUIT DURING TAKEOFF  RIGHT FUEL TANK EMPTY AND SHOWED SIGNS OF CONTAMINATION,II
731,ALTITUDE PRESELECT IMPROPERLY SET BEFORE TAKEOFF  LEVELED OFF TOO LOW  DESCENDED SLIGHTLY AND IMPACTED TREES,ME
732,TOOK OFF WITH A TOW BAR ATTACHED TO THE NOSE GEAR  JAMMED THE NOSE GEAR DOOR  LANDED WITH NOSE GEAR UP,II
733,LANDED ON A ROAD DUE TO FUEL EXHAUSTION 30 MINUTES AFTER TAKEOFF  SUSPECT FUEL SUMP FROZE IN OPEN POSITION,II
734,LOST BOTH ENGINES ON TAKEOFF DUE TO ICE INGESTION  CREW IGNORED AIRFRAME PRIOR ICING  FAILED TO CHECK ENGINE INLETS,II
735,ENGINE MALFUNCTION ON INITIAL CLIMBOUT  FOUND WATER AND FINE DIRT PARTICLES IN STRAINER AND FUSELAGE BELLY DRAIN,II
736,TAXIWAY GAVE WAY ALLOWING WHEEL OF AIRCRAFT TO DROP IN HOLE CAUSING SUBSTANTIAL DAMAGE TO AIRCRAFT,AF
737,"FAILED TO CLEAN MUD FROM BRAKES ON PREFLIGHT  RIGHT BRAKE FROZE IN FLIGHT  SWERVED ON LANDING, DAMAGED LEFT WING ",II
738,CRASHED SHORTLY AFTER LIFTOFF  FOUND REAR CONTROL STICK SECURED IN FULL AFT POSITION BY THE SEAT BELT,II
739,PILOT DID NOT REMOVE REAR SEAT BELT WHICH HELD REAR CONTROL STICK FROM MOVING WHILE AIRCRAFT WAS PARKED,II
740,LOADED NEAR GROSS AND ICE ON AIRFRAME STRUCK TREES OFF DEPARTURE END OF RUNWAY  DARK NIGHT FOG AND SNOW SHOWERS,II
741,CRASH OCCURRED DURING PRECAUTIONARY LANDING WHEN PILOT ATTEMPTED TO LAND ON ROAD TO SECURE OIL ACCESS COVER,II
742,INDICATES HEATER CORD NOT DISCONNECTED PRIOR TO LIFTOFF  ATTACHED CORD DRAG WHICH BROKE AND WHITEOUT WERE FACTORS,II
743,CABIN DOOR OPENED  BLEW OFF AS PILOT TRIED TO CLOSE IT  HIS HAND BLEW INTO PROP INJURING A FINGER  DOOR NOT SECURED,II
744,AIRCRAFT STALLED AND CRASHED DURING TAKEOFF  SEVERAL WITNESSES NOTICED FROST ON WINGS,II
745,PILOT USING FLAPS FOR TAKEOFF HIT WIRES WHEN ADDITIONAL FLAPS WERE APPLIED AND REDUCED PERFORMANCE,ME
746,"UNABLE TO CLIMB OR SUSTAIN SPEED AFTER TAKEOFF  CRASH LANDED OFF AIRPORT SNOW, ICE AND SLUSH ON AIRCRAFT AND RUNWAY",II
747,LOST ENGINE POWER AT CRUISE ALTITUDE  CARBURETOR HEAT APPLIED  WATER DRAINED FROM FUEL SYSTEM,II
748,DURING PREFLIGHT PILOT GOT A FAULTY GEAR INDICATION; DECIDED TO ATTEMPT FLIGHT RESULTING IN NOSE GEAR COLLAPSE,II
749,CRASH OCCURRED DURING EMERGENCY LANDING ON AIRPORT AFTER LOSS OF OIL PRESSURE ON LEFT ENGINE OIL LOW IN LEFT ENGINE,II
750,ENGINE FAILED AFTER TAKEOFF  TRIED TO MAKE A ROAD BUT DRIFTED OFF THE EDGE  FOUND SOLID ICE IN CARBURETOR BOWL,II
751,RAN OUT OF FUEL APPROACHING DESTINATION  LANDED ON THE RUNWAY  FUEL SIPHONED FROM LOOSE FUEL CAP,II
752,NOSE WHEEL SANK INTO A HOLE FILLED WITH CEMENT WHILE TAXIING FOR TAKEOFF NIGHT TIME AND HOLES NOT MARKED OR LIGHTED,AF
753,PILOT FORGOT TO REMOVE AILERON CONTROL LOCK AND COULD NOT CONTROL AIRCRAFT AFTER TAKEOFF,II
754,RIGHT ENGINE COWL HALVES SPLIT OPEN ON LEVELING FOR CRUISE  FRONT ATTACH POINTS CAME LOOSE  NOT FASTENED PROPERLY,II
755,CFI GAVE ENGINE OUT ON TAKEOFF  STUDENT USED WRONG RUDDER  FAILED CUT POWER CFI FAILED TO ACT  STRUCK DIRT BANK,ME
756,AIRCRAFT LANDED HARD AFTER FLIGHT THROUGH ICING CONDITIONS  DEICE EQUIPMENT WORKED WHEN TESTED AFTER CRASH,ME
757,ENGINE MALFUNCTION DURING TAKEOFF CAUSED CRASH ALONG EXTENDED RUNWAY CENTERLINE  WATER FOUND IN RIGHT FUEL TANK,II
758,ENGINE FAILED ON CLIMBOUT  RETURNED  LANDED SHORT OF RUNWAY  RIGHT FUEL GAUGE READ FULL  RIGHT FUEL TANK EMPTY,II
759,ROTORS BLADES STRUCK ROTORS OF A PARKED HELICOPTER AFTER START UP  PILOT OF PARKED CRAFT FAILED TO SECURE ROTORS,II
760,UPPER ENGINE COWLING SEPARATED FROM THE AIRCRAFT EN ROUTE  PILOT HAD NEGLECTED TO SECURE COWLING AFTER REPLACING IT,II
761,NOSE GEAR COLLAPSED ON TAKEOFF ROLL  maintenance HAD PLACED SWITCH IN UP POSITION  DID NOT USE CHECK LIST,II
762,LOW OIL PRESSURE  WARNING LIGHT ON  FOUND LOOSE OIL CAP AND LARGE AMOUNTS OF OIL ON ENGINE COWLING,II
763,TOOK OFF WITH A TOW BAR ATTACHED TO THE NOSE GEAR UNKNOWN UNTIL THE GEAR WAS RETRACTED  DIVERTED TO NEAREST AIRPORT,II
764,DURING CLIMBING TURN TO DOWNWIND CANOPY CAME OPEN  BOTH HANDS SEEN TRYING TO CLOSE CANOPY  SPUN IN,II
765,PILOT FORGOT TO RAISE FLAPS ON TAKEOFF DURING TOUCH AND GO LANDING  DIRECTIONAL CONTROL WAS LOST DURING TAKEOFF,ME
766,FRONT BAGGAGE DOOR CAME OPEN ON THE TAKEOFF ROLL  ABORTED LATE AND RAN OFF END OF THE RUNWAY,II
767,RAN OUT OF FUEL NEAR DESTINATION  DEPARTED WITH MINIMUM FUEL AND FAILED TO CLOSE STRAINER DRAIN FULLY,II
768,"UNUSUAL ATTITUDE, LOSS OF CONTROL AND AIRFRAME FAILURE  CREW UNABLE TO ANALYZE COMPONENT  FAILURE IN GYRO SYSTEM ",ME
769,FORGOT TO REPLACE OIL FILLER CAP  OIL ON WINDSHIELD ON TAKEOFF  LANDED ON A ROAD AND RAN OFF INTO A DITCH,II
770,"FORWARD WINDSCREEN BECAME OBSCURED BY ENGINE OIL  STRUCK MAILBOX, VEERED OFF ROAD INTO DITCH  OIL FILLER CAP LOOSE ",II
771,BOTH ENGINES QUIT EN ROUTE  HIT TREES ON FORCED LANDING  FUEL INLET SCREENS FOULED  AIRCRAFT NOT FLOWN FOR 2 YEARS,II
772,INDICATES CABIN DOOR OPEN  STALLED TRYING TO RETURN TO THE AIRPORT  CRASHED INTO A RESIDENCE  AIRCRAFT BURNED,II
773,DEPARTED WITH TOW BAR ATTACHED TO NOSE WHEEL  RETURNED  GEAR COLLAPSED ON ROLLOUT,II
774,AIRCRAFT PULLED TO LEFT AND RAN OFF THE RUNWAY WHEN BRAKES APPLIED ON LANDING  BRAKES AND DISC WORN OUT,AU
775,STUDENT PILOT CARRYING PASSENGER ATTEMPTED TAKEOFF WITH FULL FLAPS EXTENDED  ARICRAFT STALLED AFTER LIFT OFF,ME
776,FOLLOWING NR2 HYDRAULIC FAILURE PILOT PULLED FLOATATION T HANDLE INSTEAD OF EMERGENCY GEAR EXTENSION HANDLE,ME
